"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Mar 30 17:43:41 GMT 2023","Thu Mar 30 17:43:57 GMT 2023","15596","","PlaylistTest","","PlaylistTest","deleteAnAddedVideoFromPlaylist","Delete previously added video from playlist",""
"broken","Thu Mar 30 17:45:36 GMT 2023","Thu Mar 30 17:45:41 GMT 2023","5375","","SearchTest","","SearchTest","testWithWronglyWriteInputDate","Search with wrongly write input data",""
"broken","Thu Mar 30 17:49:19 GMT 2023","Thu Mar 30 17:49:36 GMT 2023","16757","","VideoPlayTest","","VideoPlayTest","theaterModeTest","theaterModeTest()",""
"broken","Thu Mar 30 17:43:57 GMT 2023","Thu Mar 30 17:44:12 GMT 2023","15491","","PlaylistTest","","PlaylistTest","addVideoToPlaylist","Add video to already created playlist",""
"broken","Thu Mar 30 17:45:52 GMT 2023","Thu Mar 30 17:45:59 GMT 2023","6675","","SearchTest","","SearchTest","testSearchInputVariations","Test search input variation while navigate through youtube",""
"broken","Thu Mar 30 17:45:04 GMT 2023","Thu Mar 30 17:45:20 GMT 2023","15859","","SearchTest","","SearchTest","goToLibraryAndDeleteHistory","Delete history",""
"broken","Thu Mar 30 17:49:54 GMT 2023","Thu Mar 30 17:50:11 GMT 2023","16701","","VideoPlayTest","","VideoPlayTest","fullScreenTest","fullScreenTest()",""
"broken","Thu Mar 30 17:50:44 GMT 2023","Thu Mar 30 17:51:01 GMT 2023","16565","","TestYoutube","","TestYoutube","SubscribeToChannel","SubscribeToChannel()",""
"broken","Thu Mar 30 17:50:11 GMT 2023","Thu Mar 30 17:50:28 GMT 2023","16714","","VideoPlayTest","","VideoPlayTest","annotationsTest","annotationsTest()",""
"broken","Thu Mar 30 17:44:28 GMT 2023","Thu Mar 30 17:45:04 GMT 2023","35954","","PlaylistTest","","PlaylistTest","deletePlaylist","Delete playlist",""
"broken","Thu Mar 30 17:46:16 GMT 2023","Thu Mar 30 17:46:33 GMT 2023","17011","","LoginTest","","LoginTest","loginFunctionTest","loginFunctionTest()",""
