"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Mar 30 16:18:48 GMT 2023","Thu Mar 30 16:18:48 GMT 2023","140","","SearchTest","","SearchTest","searchForAVideoAndValidate","Search for a video and validate",""
"broken","Thu Mar 30 16:18:49 GMT 2023","Thu Mar 30 16:18:49 GMT 2023","192","","VideoPlayTest","","VideoPlayTest","videoQuality720pTest","videoQuality720pTest()",""
"broken","Thu Mar 30 16:18:45 GMT 2023","Thu Mar 30 16:18:47 GMT 2023","2022","","PlaylistTest","","PlaylistTest","createANewPlaylist","Create new playlist",""
"broken","Thu Mar 30 16:18:48 GMT 2023","Thu Mar 30 16:18:48 GMT 2023","145","","SearchTest","","SearchTest","testSearchInoutField","Clear search input after searching",""
"broken","Thu Mar 30 16:18:51 GMT 2023","Thu Mar 30 16:18:51 GMT 2023","133","","VideoPlayTest","","VideoPlayTest","annotationsTest","annotationsTest()",""
"broken","Thu Mar 30 16:18:51 GMT 2023","Thu Mar 30 16:18:51 GMT 2023","142","","TestYoutube","","TestYoutube","SubscribeToChannel","SubscribeToChannel()",""
"broken","Thu Mar 30 16:18:49 GMT 2023","Thu Mar 30 16:18:49 GMT 2023","142","","LoginTest","","LoginTest","loginFunctionTest","loginFunctionTest()",""
"broken","Thu Mar 30 16:18:48 GMT 2023","Thu Mar 30 16:18:48 GMT 2023","190","","SearchTest","","SearchTest","goToLibraryAndDeleteHistory","Delete history",""
"broken","Thu Mar 30 16:18:49 GMT 2023","Thu Mar 30 16:18:50 GMT 2023","135","","VideoPlayTest","","VideoPlayTest","videoSpeed025Test","videoSpeed025Test()",""
"broken","Thu Mar 30 16:18:50 GMT 2023","Thu Mar 30 16:18:50 GMT 2023","136","","VideoPlayTest","","VideoPlayTest","navigateToVideoTest","navigateToVideoTest()",""
"broken","Thu Mar 30 16:18:47 GMT 2023","Thu Mar 30 16:18:47 GMT 2023","245","","PlaylistTest","","PlaylistTest","goToPlaylist","Go to playlistMenu",""
"broken","Thu Mar 30 16:18:47 GMT 2023","Thu Mar 30 16:18:48 GMT 2023","151","","PlaylistTest","","PlaylistTest","addMultipleVioToPlaylist","Add multiple Video To test playlist",""
"broken","Thu Mar 30 16:18:48 GMT 2023","Thu Mar 30 16:18:48 GMT 2023","136","","PlaylistTest","","PlaylistTest","deletePlaylist","Delete playlist",""
"broken","Thu Mar 30 16:18:50 GMT 2023","Thu Mar 30 16:18:50 GMT 2023","135","","VideoPlayTest","","VideoPlayTest","playStopActionsTest","playStopActionsTest()",""
"broken","Thu Mar 30 16:18:49 GMT 2023","Thu Mar 30 16:18:49 GMT 2023","133","","VideoPlayTest","","VideoPlayTest","videoQuality480pTest","videoQuality480pTest()",""
"broken","Thu Mar 30 16:18:49 GMT 2023","Thu Mar 30 16:18:49 GMT 2023","131","","LoginTest","","LoginTest","accountSettingsTest","accountSettingsTest()",""
"broken","Thu Mar 30 16:18:51 GMT 2023","Thu Mar 30 16:18:51 GMT 2023","128","","VideoPlayTest","","VideoPlayTest","likeDislikeVideoTest","likeDislikeVideoTest()",""
"broken","Thu Mar 30 16:18:49 GMT 2023","Thu Mar 30 16:18:49 GMT 2023","129","","LoginTest","","LoginTest","logOutTest","logOutTest()",""
"broken","Thu Mar 30 16:18:47 GMT 2023","Thu Mar 30 16:18:47 GMT 2023","143","","PlaylistTest","","PlaylistTest","addVideoToPlaylist","Add video to already created playlist",""
